channel,txt,date,category
RT на русском,"«уже третий день пошёл. как людям выжить за такой срок…» под завалами в городе адыяман до сих пор находится уроженка нижневартовска ирина, которая пять лет живёт в турции. спасти удалось её мужа и дочь. об этом rt сообщила сестра женщины виктория. она подчёркивает, что сейчас очень нужна помощь в разборе обломков — в разрушенном доме на разных этажах жили родственники супруга ирины. лучшая подруга вартовчанки людмила рассказала, что папа с ребёнком сейчас находятся в больнице, но информации об их состоянии нет. «соня была в объятиях папы, когда их нашли. но иру так и не нашли. возможно, она спускалась со ступенек в этот момент», — добавила она. тем временем третьи сутки под завалами в хатае находится семья россиян, включая двоих детей. спасатели пока не могут начать доставать их из-под обломков. ",2023-02-08,Crisis
RT на русском,"американский журналист сеймур херш заявил, что взрывчатку под «северные потоки» заложили водолазы из сша под прикрытием учений нато, а активировали её норвежцы. по словам расследователя, лауреата пулицеровской премии, байден решился на диверсию после более чем девяти месяцев секретных обсуждений с командой по нацбезопасности. херш утверждает, что во время упомянутых обсуждений главным вопросом было, как не оставить улик, а к подготовке диверсий причастен советник байдена по нацбезопасности джейк салливан. ",2023-02-08,Political
RT на русском,"британское минобороны проведёт оценку того, какие самолёты лондон теоретически мог бы поставить украинским военным, заявили в правительстве великобритании. ",2023-02-08,Political
RT на русском,"сша уверены, что финляндия и швеция вскоре вступят в нато, заявил госсекретарь энтони блинкен. ",2023-02-08,Political
RT на русском,"конфликт, подобный европейскому, может повториться и в азии, поскольку китай быстро расширяет свои военные возможности, включая ядерные. об этом заявил генсек нато йенс столтенберг. по его словам, кнр пытается установить контроль над южно-китайским морем и угрожает тайваню. ",2023-02-08,Political
RT на русском,"взрыв газа произошёл в пятиэтажке в новосибирске, один подъезд обрушился — риа новости со ссылкой на губернатора региона. ",2023-02-09,Crisis
RT на русском,"почти 300 памятников и бюстов, связанных с советской историей, собираются снести в киеве. об этом сообщили в местной администрации. вчера в киеве по согласованию с местным минкультуры демонтировали памятник советскому лётчику-испытателю валерию чкалову. также в украинской столице планируют убрать монумент генералу ватутину, который освобождал город от нацистов. ",2023-02-09,Political
RT на русском,"сша расширили санкции против россии, внеся в новый список семь физлиц — американский минфин. ",2023-02-09,Economical
RT на русском,"памятник генералу ватутину в киеве всё же демонтировали. снести монумент освободителю города от нацистов удалось только спустя примерно четыре часа — сразу сместить его с постамента с помощью подъёмного крана, как планировалось, не удалось. вчера в украинской столице уже убрали памятник советскому лётчику чкалову. ",2023-02-09,Political
RT на русском,"кличко сообщил о взрыве на территории бывшего завода в дарницком районе киева. upd: предварительно, взорвался газовый баллон, один человек погиб. ",2023-02-09,Crisis
RT на русском,"эксперт центра военно-политической журналистики, автор telegram-канала @boris_rozhin борис рожин на украине заявили, что вопрос с поставками истребителей и дальнобойных ракет решён. это не вызывает особого удивления, так как ещё осенью прошлого года была очевидно, что зимой нато продавит вопрос с поставками тяжёлой бронетехники западного образца, а весной-летом 2023 года начнёт решать вопрос с поставками самолётов и более дальнобойных ракет, которые режим зеленского клянчил весь 2023 год. поставки западных самолётов — f-16, gripen или typhoon — необходимы ввс украины, так как ресурс поставок советских вооружений из восточной европы близок к исчерпанию, как и возможности каннибализации старой техники из советских запасов. основной проблемой в связи с желанием вооружить украину ещё сильнее является вопрос подготовки пилотов, который может занять от нескольких месяцев до нескольких лет. впрочем, эта проблема может решаться путём задействования западных наёмников или даже регулярных пилотов из стран нато, мимикрирующих под наёмников. применительно к ракетам речь идёт о модернизированных боеприпасах для himars с дальностью до 150 км, что позволит всу обстреливать всю территорию луганской области, часть северного крыма и приграничные области рф на большую глубину. данный вопрос сейчас активно продавливается американскими оборонными лоббистами, и он, несомненно, будет продавлен, что требует дополнительной подготовки сил пво и рассредоточения складов рав и прочих военных объектов в зонах потенциального поражения. сша ясно показывают, что не собираются учитывать красные линии россии и намерены и дальше поднимать ставки. без жёстких ответов у сша нет причин останавливаться. риторические приёмы их давно не убеждают. точка зрения автора может не совпадать с позицией редакции. ",2023-02-09,Political
RT на русском,"9 февраля, военная хроника. главные события этого дня. подписывайтесь на военную хронику",2023-02-09,Crisis
RT на русском,"— спасатели мчс россии завершили разбор завалов жилого дома в новосибирске, где произошёл взрыв газа. по последним данным, в результате инцидента погибли 13 человек; — президент франции эммануэль макрон заявил, что истребители ни при каких обстоятельствах не будут поставлены киеву в ближайшие недели; — министр обороны литвы арвидас анушаускас заявил, что балтийская республика начала передачу вооружённым силам украины 36 зенитных орудий bofors l70. ",2023-02-10,Political
RT на русском,"солдаты всу могут откупиться от отправки на передовую за 10—15 тыс. гривен (около 19—29 тыс. рублей). об этом пишет украинское издание «страна», ссылаясь на самих военных. утверждается, что за половину суммы «боевой» надбавки в размере 100 тыс. гривен (около 197 тыс. рублей) боец может числиться на передовой, но на самом деле служить на второй или третьей линии фронта. кроме того, за сумму от 20 тыс. гривен (почти 40 тыс. рублей) можно получить отпуск, который положен всем военнослужащим, но на практике не всегда им доступен. также за взятку можно получить свидание с семьёй. ",2023-02-10,Crisis
RT на русском,президент молдавии выдвинула кандидатом в премьеры своего советника по безопасности дорина речана. ,2023-02-10,Political
RT на русском,"установлена личность боевика всу, который участвовал в расстреле безоружных российских военнопленных. rt выяснил, что автор видеозаписи — 26-летний сергей макаренко, кадровый военный всу родом из села красноборка житомирской области. макаренко записал видеообращение, в котором подтвердил своё участие в расстреле и заявил, что гордится тем днём. при этом он утверждает, что российские бойцы якобы не были пленными: «пленные — это когда они сами пришли к нам, сложили оружие. такого не было, чтобы они пришли к нам, сложили оружие и сказали: «мы сдаёмся». следственный комитет россии проводит расследование. ",2023-02-10,Crisis
RT на русском,"в реестр иноагентов включили земфиру. также в реестр внесены: — политик дмитрий гудков; — политолог аббас галлямов; — писательница, защитница прав лгбт александра казанцева; — руководитель центра «насилию.нет» (иноагент) анна ривина; — активистка татьяна намазбаева; — радиоведущий сергей асланян; — физик сергей шпилькин. ",2023-02-10,Political
RT на русском,"масштабы последствий землетрясения в турецком хатае. по данным информагентства iha, в центре города разрушено более 3 тыс. зданий. многие уцелевшие дома повреждены и могут рухнуть в любой момент. в близлежащей деревне тепехан в земле образовалась трещина глубиной 30 м и шириной 200 м. ",2023-02-11,Crisis
RT на русском,"жуткие кадры из турецкого города эльбистан в провинции кахраманмараш: рушатся многоэтажные здания, слышны крики людей. видео публикуют местные сми. дата съёмки не уточняется. число погибших в результате произошедших в начале недели в турции землетрясений превысило уже 20 тыс. ",2023-02-11,Crisis
RT на русском,"землетрясение магнитудой 6,0 зафиксировано у берегов индонезии. ",2023-02-11,Crisis
RT на русском,"украина и её натовские подельники опять использовали американскую рсзо himars против мирного населения донецка. погибла женщина 50 лет, её дочь 30 лет была ранена. мама была убита мгновенно. дочь спасли из-под завалов сотрудники мчс. бедная девушка дрожала, когда её несли к скорой на покрывале. она наверняка ещё не знает, что мамы больше нет… во время спасательных работ обстрел возобновился, пришлось немного переждать в укрытии. на данный момент обстрел окраин донецка, где живут мирные люди, продолжается. видео - скоро",2023-02-11,Crisis
RT на русском,"двухмесячного ребёнка достали живым из-под завалов в турецком хатае спустя 128 часов после обрушения. он госпитализирован. по последним данным, в результате землетрясений погибли 20 937 человек, пострадали более 80 тыс. ",2023-02-11,Crisis
RT на русском,"один из крупнейших швейцарских банков credit suisse заморозил российские активы на сумму более $19 млрд. об этом пишет газета sonntagszeitung со ссылкой на информацию, полученную от банка. по данным издания, из этой суммы только около $4,3 млрд принадлежат лицам, подпавшим под санкции страны. ещё $14,7 млрд — активы, которые не подпадают под санкции непосредственно в швейцарии, но де-факто заморожены. ",2023-02-12,Economical
RT на русском,"аэростаты сша более десяти раз незаконно пролетали в воздушном пространстве китая с 1 января 2022 года, сообщили в мид кнр. ",2023-02-13,Political
RT на русском,"подозреваемый в непреднамеренном убийстве на охоте — тувинский депутат «единой россии» эчис-балдир нурзат. в местном отделении партии заявили, что его членство приостановят в связи с возбуждением уголовного дела. ",2023-02-13,Other
RT на русском,"в казани поездка на лифте едва не закончилась трагедией для девушки с собакой. она зашла в кабину, не проверив, успел ли питомец за ней. двери закрылись, и девушку на поводке, пристёгнутом к поясу, потащило вверх. собака успела выбраться из ошейника, а её хозяйка повисла на поводке. остановить лифт она смогла лишь на десятом этаже. на крики о помощи, как сообщают местные сми, прибежали соседи. ",2023-02-13,Other
RT на русском,"в белом доме назвали ложью заявление китайского мид о том, что аэростаты сша за прошлый год более десяти раз пролетали над кнр. «именно у китая есть программа наблюдения с помощью высотных аэростатов для сбора развединформации, которую он использовал для нарушения суверенитета штатов и более 40 других стран на пяти континентах», — заявила представитель совета нацбезопасности сша эдриенн уотсон. ",2023-02-13,Political
RT на русском,"в турции полностью снесут пострадавший от землетрясений город нурдагы в провинции газиантеп, сообщает риа новости со ссылкой на губернатора. ",2023-02-13,Crisis
RT на русском,"на берегу чёрного моря в батуми взорвалась мина, которую принесло водой, сообщает грузинское тв. ",2023-02-13,Crisis
RT на русском,"очевидцы публикуют кадры пожара на газопроводе в мышкинском районе ярославской области. чп произошло из-за разрыва в соединении береговой и подводной частей, сообщили риа новости в экстренных службах. сейчас горения нет, уточнили в ведомстве. ",2023-02-13,Crisis
RT на русском,"сергей zergulio колясников @sergeykolyasnikov очередная досадная брешь пробита в стене сертифицированной госдепом сша свободы слова и демократии. генерал армии сша в отставке, а также экс-директор разведывательного управления минобороны и экс-советник президента сша по национальной безопасности майкл флинн разместил неудобный и недемократический твит. вернее, репост фото телеведущей и военкора лары логан, в котором она неосторожно приоткрыла современную украинскую идеологию — нацизм. твиты бывают разные, вот только логан — известный профессионал и лауреат нескольких престижных премий в области телевидения и радио. а флинн ещё и подписал его с сарказмом: «просто на случай, если кто-то всё ещё в замешательстве по поводу того, кого мы вооружаем на украине». десятки тысяч реакций на твит флинна наглядно показывают, что тема открытой поддержки укронацистов со стороны сша и нато находит живой отклик в душах простых людей, которые слишком хорошо помнят великую отечественную войну. the washington post подлила масла в огонь, процитировав берлускони: «войны на украине никогда бы не было, если бы зеленский прекратил нападать на две автономные республики донбасса». это не говоря про обвинение обласканного западом зеленского в истреблении мирного населения. нельзя сказать, что голос разума на западе не звучит. так, бывший офицер гдр, полковник флота герхард маттес обвинил запад в поддержке неонацизма на украине ещё в мае 2022 года. а скандал с фотографией, на которой порошенко позировал рядом с десантником с эмблемой дивизии сс «мёртвая голова», докатился до германии ещё в 2018 году. депутат бундестага удо хеммельгарн заявил тогда: «как такое возможно: германское федеральное правительство поддерживает украинских нацистов?! наши власти выставляют себя на посмешище во всём мире». и надо же такому случиться — как раз вчера владимир зеленский выложил в личном блоге фото украинского бойца с эмблемой дивизии сс «мёртвая голова». «демократический» мир продолжает закрывать глаза на очевидную истину: сша и нато на украине поддерживают, финансируют и вооружают нацистский режим, идейных наследников карателей оун-упа* и подражателей им. запад готов оправдать любые преступления, если они направлены против россии. на пути двойных и бесчеловечных стандартов западных «партнёров» остался только один рубеж — россия. и, судя по недавнему высказыванию сергея лаврова, мы прекрасно это понимаем: «некоторые решили перенять печальный опыт наполеона и гитлера. мы не только выстоим, но и выйдем из этого противостояния ещё более окрепшими». * «украинская повстанческая армия» (упа) — украинская организация, признанная экстремистской и запрещённая на территории россии (решение верховного суда рф от 17.11.2014). точка зрения автора может не совпадать с позицией редакции. ",2023-02-13,Political
RT на русском,"в нато прорабатывают план участия стран в нескольких конфликтах сразу, пишет bloomberg. секретное руководство могут 14—15 февраля подписать в брюсселе министры обороны стран альянса, уточняет агентство. речь идёт о планах действий, если страны нато будут участвовать в «высокоинтенсивном» конфликте, где им придётся защищать друг друга согласно пятой статье устава организации, а также в столкновениях вне зоны ответственности альянса. bloomberg отмечает, что в документ также войдут требования к военным инвестициям союзников. планируют установить нижний предел расходов на оборону в 2%, хотя после начала конфликта на украине страны — участницы альянса планировали этот порог увеличить. но у ряда стран, в том числе канады, люксембурга и италии, возникли трудности с выполнением обязательств. ",2023-02-14,Political
RT на русском,"в москве намело самые большие за всю зиму сугробы — их высота достигла 35 см. во вторник столицу накрыла метель, видимость стала почти нулевой. по данным синоптиков, в целом февраль в москве выдался теплее климатической нормы на 5 °c. ",2023-02-14,Other
RT на русском,"неудачный манёвр и минус бизнес-седан: конь лихо пытался перепрыгнуть автомобиль, но не рассчитал силы. кадры сняты в селе саниба в северной осетии. осечка лошади стоила машине лобового стекла и крыши. ",2023-02-14,Other
RT на русском,"защита владислава клюшина, признанного в сша виновным в киберпреступлениях, разочарована вердиктом присяжных в отношении россиянина и намерена обжаловать его, сообщил адвокат риа новости. американский суд огласит приговор в отношении клюшина 4 мая. ",2023-02-14,Political
RT на русском,"с оркестром и цветами — так встречают наших спасателей, вернувшихся из сирии, где они помогали справиться с последствиями землетрясений. кадры из аэропорта жуковский опубликовало мчс рф. во вторник российская группировка завершила работу в пострадавших от чп странах. по данным минздрава сирии, окончательное число погибших в подконтрольных дамаску районах достигло 1414, пострадали 2357. ",2023-02-14,Other
RT на русском,"служба в зоне сво помогла полицейскому впервые за 25 лет попасть в дом, где он провёл часть детства. мужчина вместе с семьёй переехал из родной деревни в сибирь, ещё будучи старшеклассником. видео гу мвд по херсонской области. ",2023-02-15,Crisis
RT на русском,"вс россии уничтожили восемь групп диверсантов в харьковской области и лнр, заявили в минобороны рф. ",2023-02-15,Crisis
RT на русском,"в небе над киевской областью сбили нло, как об этом сообщают украинские telegram-каналы. в доказательство публикуют это фото. ",2023-02-15,Crisis
RT на русском,"лавров назвал хамством молчание швеции и дании в ответ на официальные письма мишустина касательно подрыва «северных потоков». «это хамство скрывает полный провал попыток затушевать ответственность коллективного запада во главе с сша в этой диверсии, в организации этого теракта», — подчеркнул глава мид рф. ",2023-02-15,Political
RT на русском,"на камчатке щенок оказался зажат под бетонными плитами. на помощь пришли сотрудники мчс. болгаркой разрезали широкую плиту, а после подняли её с помощью гидравлического домкрата. в итоге щенка не просто освободили — он обрёл дом. к себе его забрала женщина, которая услышала жалобный лай и обратилась в мчс. ",2023-02-16,Other
RT на русском,"удар, в результате которого погиб американский наёмник питер рид, нанесли всу, уверен евгений пригожин: «любой военный эксперт подтвердит, что было практически невозможно обнаружить эту точку и нанести удар с наших позиций. увы, значительно удобнее было это сделать с украинских позиций. с уверенностью могу сказать, что питера рида убили свои». а эстонский «волонтёр» эрко лайдинен, снявший момент удара, подготовил «отчёт об этом убийстве», отметил бизнесмен. пригожин подчеркнул, что обвинения против вагнеровцев не имеют никаких подтверждений. 34-летний питер рид прибыл на украину в середине января, западные и украинские сми называют его волонтёром-медиком. на видео — момент удара. опубликовано cnn. ",2023-02-16,Crisis
RT на русском,"уже третье за месяц серьёзное химическое чп в сша: во флориде горит склад с пластиком. площадь пожара уже достигла 21 тыс. кв. м. в небо поднимаются клубы едкого чёрного дыма. с огнём уже несколько часов борются десятки спасателей. о пострадавших информации нет. ранее в аризоне перевернулся грузовик с азотной кислотой. а две недели назад в огайо сошёл с рельсов поезд с винилхлоридом, что привело, как говорят местные жители, к экологической катастрофе. ",2023-02-16,Crisis
RT на русском,"приверженцы иг (запрещённая в россии террористическая организация) планировали подрыв цистерн с горюче-смазочными материалами на химпредприятии в калужской области, сообщили в фсб. оба террориста ликвидированы. ",2023-02-17,Crisis
RT на русском,"«город руин»: trt haber показал турецкий хатай до и после землетрясения. вчера вечером в городе зафиксировали новые подземные толчки магнитудой 5,1. ",2023-02-17,Crisis
RT на русском,"штат генконсульства польши в гродно должен быть приведён к количественному паритету с генконсульством белоруссии в белостоке, заявили в белорусском мид. также во внешнеполитическом ведомстве отметили, что минск не видит смысла в дальнейшем пребывании в белоруссии офицера связи пограничной службы польши. ",2023-02-17,Political
RT на русском,"снегопады на три дня отрезали жителей высокогорного села в сочи от цивилизации, из-за сугробов они не могли добраться даже до магазинов. кроме того, всё это время в селе марьине не было электричества, сообщали в местных пабликах. позднее его восстановили рабочие, которые добрались туда на снегоходах. в сочинской администрации уточнили, что света не было в частных домах в самой верхней части марьина. сейчас коммунальщики вручную расчищают завалы, так как из-за рельефа к селу не подвезти снегоуборочную технику. ",2023-02-17,Other
RT на русском,"министр обороны великобритании заявил, что киев получит современные истребители только после окончания российской военной операции. бен уоллес уточнил в разговоре с der spiegel, что речь идёт о таких самолётах, как eurofighter. ранее в белом доме отметили, что будут приветствовать решение других стран передать истребители украине, однако сами никаких обещаний на этот счёт не дали. ",2023-02-18,Political
RT на русском,"бывшая жена владимира высоцкого актриса людмила абрамова умерла на 83-м году жизни. об этом сообщил риа новости её сын никита высоцкий. абрамова наиболее известна по ролям в таких фильмах, как «713-й просит посадку» и «восточный коридор». с высоцким они были в браке в 1965—1970 годы, у них родились сыновья аркадий и никита. ",2023-02-18,Other
RT на русском,"российские школьники будут учиться в виртуальной реальности уже через десять лет. по мере развития vr-технологий учебные заведения будут интегрировать их в образовательный процесс, заявил риа новости сотрудник центра компетенций нти виктор дёмин. центр уже создал соответствующие программы по английскому языку, стереометрии, химии и физике. по мнению дёмина, vr-технологии в школах позволят проводить занятия с полным погружением ученика в предмет. а вы как считаете, поможет ли учащимся виртуальная реальность?  да, нужно идти в ногу со временем.  лучше старый добрый бумажный учебник. ",2023-02-18,Other
RT на русском," в usada заявили, что не имеют претензий к исламу махачеву и его команде  «мы не будем расследовать что-либо в отношении махачева. к нему и его команде нет претензий, он не является нарушителем каких-либо правил», — цитирует тасс антидопинговое агентство сша.  ранее бывший соперник россиянина дэн хукер обвинил его в использовании запрещённых капельниц для скорейшего восстановления после весогонки перед поединком с александером волкановски. @rttv_sport",2023-02-18,Political
RT на русском,"неизвестные поместили российские флаги, а также буквы z и v на здание бывшего парламента в потсдаме. это произошло ещё в четверг, пишут местные сми. владельца здания проинформировали, он будет убирать символы самостоятельно. местная полиция начала расследование, сообщили в ведомстве агентству dpa. видео @ruptlyalert ",2023-02-18,Political
RT на русском,"«америка превращается в несостоявшееся государство в атмосфере этих бесконечных войн. мы фактически перекинулись с афганистана на украину». завтра, 19 февраля, в вашингтоне пройдёт массовая акция против того, чтобы сша и дальше спонсировали конфликт в незалежной, заявила в эфире fox news тара рид, бывший помощник по кадровым вопросам в сенате. по её словам, в демонстрации примут участие политические силы разных взглядов, чтобы вместе сказать: «никаких больше бесконечных войн!некоторые люди говорят, что этот конфликт начался 24-го февраля 2022 года, но на самом деле он начался с «майдана» в 2014 году, когда в киеве произошёл дирижируемый западом госпереворот. спикеры соберутся вместе, чтобы призвать упразднить нато. это не миротворческая сила, а агрессор. она вплотную подступала к границам россии, а мы теперь оказываемся на грани третьей мировой войны», — отметила рид. ",2023-02-18,Political
RT на русском,"в турецком кахраманмараше произошло землетрясение магнитудой 5,1, сообщает habertürk tv. ",2023-02-18,Crisis
RT на русском,"19 февраля — всу нанесли ракетный удар по центру донецка: один человек погиб, ещё 11 пострадали. повреждены жилые дома и гражданские объекты. в белгородской области в результате обстрела с украинской стороны погибла 12-летняя девочка; — киев продолжает подготовку к провокации, чтобы обвинить москву якобы в «грубом нарушении» конвенции о ядерной безопасности — главное из заявления минобороны рф; — ск получил подтверждение версии об организации украинскими спецслужбами теракта на крымском мосту; — эксклюзив от военкора rt филатова: как выбивают всу из так называемого шервудского леса; — в нато обратили внимание, что ес делает для военной помощи украине меньше, чем сша; — украинские войска столкнулись с нехваткой тяжёлой техники для подкреплений в артёмовске (бахмуте): узнали подробности; — рамзан кадыров планирует создать свою частную военную компанию после ухода с госслужбы; — по информации the sunday times, к концу апреля киев сможет получить лишь 50 танков вместо обещанных 320; — администрация байдена срочно потребовала от зеленского активизировать действия украинских сил на поле боя, утверждает politico; — в кишинёве прошла мирная акция протеста на фоне энергокризиса: по данным оппозиции, в ней приняли участие около 40 тыс. человек, полиция заявила о 3,6 тыс. #главное_на_rt ",2023-02-19,Other
RT на русском,"следственный комитет россии проверяет десять граждан сша и некоторых должностных лиц минобороны украины на причастность к созданию биологического оружия на украинской территории, заявил бастрыкин. ",2023-02-20,Political
RT на русском,"меркель ещё раз подтвердила, что минские соглашения нужны были, чтобы киев получил как можно больше оружия и средств от запада. экс-канцлер «по секрету» призналась в этом «порошенко», под видом которого с ней связались пранкеры вован и лексус: «минские соглашения дали украине больше времени для развития между 2014 и 2021 годами. и теперь украина может не только дать ответ, но и получить необходимую поддержку». кстати, меркель отказалась говорить с «порошенко» по-русски. ",2023-02-20,Political
RT на русском,"зеленский подтвердил, что встретился с байденом в киеве, опубликовав совместное фото. официально визит главы белого дома на украину не анонсировался. ",2023-02-20,Political
