channel,txt,date,category
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"тернопольский горсовет обвинил напк в клевете в отношении мэра там заявили, что городской голова не выписывал себе премии во время войны и надбавок не получал, добавив, что мэр вообще не обращался за получением материальной помощи, совсем отказавшись от премий. такие заявления национального агентства по вопросам предотвращения коррупции в горсовете посчитали попыткой давления на местное самоуправление. напомним, согласно данным напк, размер премий мэра мог достигать 250% от должностного оклада. остаться с нами в телеграм | восхититься нашим youtube",2023-04-05,Corruption
РИА Новости,"украинская полиция предъявила обвинения в криминальной деятельности погибшему почти год назад замглавы херсонской администрации кириллу стремоусову. в ведомстве пояснили, что ""на украине его смерть не подтверждена"".",2023-09-15,Corruption
РИА Новости,украинское антикоррупционное бюро официально предъявило обвинение коломойскому в присвоении почти $250 млн,2023-09-07,Corruption
РИА Новости,фас проводит антикартельные проверки 12 производителей куриных яиц и мяса кур - в связи с повышением цен,2023-11-16,Corruption
Новинач,"хабар у $2,7 мільйони голови верховного суду князєва. що відомо: • набу та сап повідомили про затримання голови верховного суду всеволода князєва; • голова набу кривонос заявив, що це найбільш резонансна справа за період діяльності набу та сап, найбільше викриття найвищої посадової особи в судовій гілці влади; • йдеться про хабар для ухвалення рішення на користь власника фінансової групи ""фінанси та кредит"" олігарха костянтина жеваго. сам жеваго це заперечує; • за даними слідства, хабар керівництву суду передавався через керівника одного з адвокатських обʼєднань двома частинами. вчора була передана друга частина, ""яка була зафіксована на гарячому""; • виявити схему вдалося завдяки проникненню детективу набу під прикриттям всередину злочинного угруповання; • у набу заявляють, що хабар у $2,7 млн може бути частиною більш широкої схеми корупційного тиску на суди; • наразі судді вс утворили оргкомітет, який підготує проєкт рішення про недовіру князєву",2023-05-16,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"шевченковский районный суд киева удовлетворил ходатайство прокуратуры и назначил митрополиту упц мп павлу (лебедю) меру пресечения виде домашнего ареста сроком на 60 суток и запрета на обращения к верующим ранее павла доставили в больницу в связи с ухудшением самочувствия в зале суда, однако затем суд согласовал принудительный привод из больницы, куда он был доставлен. напомним, сбу провела обыск в доме митрополита, а самому ему было вручено уведомление о подозрении в совершении преступления – наместника подозревают в разжигании межрелигиозной розни, оправдании и отрицании вооруженной агрессии россии против украины. остаться с нами в телеграм | восхититься нашим youtube",2023-04-01,Corruption
Новинач,"ігоря коломойського доправили до суду, де розглядатимуть апеляцію на його арешт. центр протидії корупції повідомляє, що підтримати коломойського прибув ""десант з 1+1"" у складі олександра ткаченка, олександра дубінського, наталії мосійчук, юрія горбунова тощо",2023-09-25,Corruption
Всевидящее ОКО 🇺🇦 | Новини Україна,"історія з офісами телефонних шахраїв заграла яскравими фарбами. по-перше, луплять ці офіси проросійський депутат дмитрук, непомітний всю війну депутат куніцкій та одіозний депутат коля тищенко. все це говорить про те, що питання справедливості не стоїть, це банальна робота по перерозподілу ринка. по-друге, росіянам дуже не подобаються українські колл-центри. по-третє, джокер нарешті повідомив, що коля тищенко його брат. наступним кроком скорійш за асе визнає, що олег ляшко його сестра. історія дуже зашкварная з усіх боків. а враховуючи, що коля ще й кришує один конкретний чотирьох поверховий кол-центр, взагалі яскрава. будемо спостерігати за тим як розвивається ця двіжуха і як депутат думи рф міронов дає вказівки джокеру та дмитруку. і ще раз хочу звернутись до силовиків: будь ласка, приберіть зашкварних депутатів від цієї справи, вони її дискредитують.",2023-08-09,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"  в канаде по городу дидсбери пронесся огромный торнадо и выпал град сообщается, что градины были размером с кулак. повреждены автомобили, а также по меньшей мере 14 домов. предварительно, есть пострадавшие среди местных жителей. также на некоторых фермерских хозяйствах погибли животные.",2023-07-02,Crisis
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"  свежая сводка потерь оккупантов на сегодня. в полиэтиленовую броню переоделись 480 рашистов кроме этого, за минувшие сутки уничтожены:  3 танка;  7 бронемашин;  22 артиллерийские системы;  2 рсзо;  1 средство пво;  31 бпла;  10 крылатых ракет;  11 автомобилей;  3 единицы спецтехники. остаться с нами в телеграм | восхититься нашим youtube",2023-05-27,Crisis
Ukraine NOW, 9 російських ракет цього вечора вдарили по інфраструктурі кременчука на полтавщині джерело: начальник полтавської обласної військової адміністрації дмитро лунін,2022-04-24,Crisis
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН," бойцы легиона свобода россии"" показали, как в воронеже сожгли резервуар с топливом ""роснефтичтобы уничтожить танк в тылу достаточно открутить одну гайку на заводе-производителе (если вы поняли о чем мы ). природные ресурсы россии должны работать на россию, а не на преступную войну. в общем, передаем горячий привет и огромное уважение всем неизвестным патриотам"", - говорится в сообщении.",2023-12-15,Crisis
Всевидящее ОКО 🇺🇦 | Новини Україна," в гур опубликовали кадры спецоперации в рф, в результате которой уничтожен истребитель-бомбардировщик су-34  прислать контент",2024-01-04,Crisis
